discover	6.258210807708345
update	4.5719326269909875
fun	7.743637634878586
timeline	8.258210807708345
presently	11.428135809150657
athlete	10.913562636320899
subset	9.191096611849808
user	1.4386399359411008
twitter	4.838885950026403
photo	4.165369786731438
syndication	9.650528230487105
actor	8.987563217764675
api	0.5782839496514025
people	4.690526298419024
mob	12.650528230487105
rss	7.535051013067169
core	7.191096611849807
mention	8.377509736080688
trend	6.950088512346013
atom	8.809225976506163
format	2.6799429595611963
musician	10.065565729765948
rest	3.189731069825578
content	3.6207808870930527
video	3.9804621613895312
accept	6.304753393645375
videos	5.9317099830311575
social	2.9180781174433914
apis	3.9970859918831816
article	6.263947177257489
politician	10.328600135599743
support	3.1694015407504885
celebrity	8.281294420821386
blogging	5.47061914047217
status	5.252497156513951
mojo	11.913562636320899
data	1.8493587938932667
developer	1.7346488516513314
method	2.951244981378591
actress	11.428135809150657
interact	5.415311768793073
search	2.5875826569264535
access	1.8669842697005692
include	3.086378740501373
photos	5.507570276645062
famous	9.776059112570964
